customer_id,account_id,full_name,occupation,declared_income_band,country_of_residence,account_open_date,is_pep,is_high_risk_jurisdiction
CUS-0CF38419,RCV-D0CF4CD2,Chen Smith,Unknown,50k-100k,FI,2011-04-15,False,False
CUS-D6B5421E,SND-7B49DB52,Liam Osei,Architect,50k-100k,NZ,2016-11-01,False,False
CUS-04E12E71,SND-25E2C95D,Ingrid Fernandez,Accountant,250k+,NI,2017-02-23,False,True
CUS-0A14F451,SND-8CB0EDE9,Fatima Tanaka,Doctor,50k-100k,AU,2010-03-10,False,False
CUS-FED2E0CA,RCV-4D1F4CC6,Aiko Ibrahim,Politician,100k-250k,BE,2002-06-27,False,False
CUS-E923C88A,SND-DCF87F85,Chen Hassan,Doctor,100k-250k,US,2017-12-16,False,False
CUS-86519A0C,SND-0F5295E2,Mohammed Wang,Chef,100k-250k,PK,2009-01-16,True,True
CUS-284A0415,SND-6EA25F1D,Diego Tanaka,Teacher,100k-250k,GB,2018-06-07,False,False
CUS-2A910A40,RCV-2D9B899A,Yusuf Fernandez,Politician,250k+,DE,2011-06-08,False,False
CUS-211E717E,SND-3B5EF108,Omar Ibrahim,Politician,25k-50k,NO,2000-08-26,False,False
CUS-A05E801C,SND-2B5C5D85,Lucas Nguyen,Trader,100k-250k,SE,2005-04-19,False,False
CUS-650F89F1,SND-203DEE33,Chen Sharma,Freelancer,25k-50k,BE,2012-09-06,False,False
CUS-C4F2D81D,SND-DB728806,Chen Wang,Business Owner,50k-100k,GB,2012-10-03,False,False
CUS-6A6B16A5,SND-9A397498,Diego Smith,Retired,50k-100k,GB,2010-10-07,False,False
CUS-DD46B8D5,SND-A8BBC331,Anya Brown,Teacher,250k+,NG,2019-08-26,False,True
CUS-1B19EA1B,SND-C358AA38,Kwame Rossi,Software Engineer,25k-50k,NI,2019-01-02,False,True
CUS-ECD504B5,SND-2856930F,James Rossi,Software Engineer,25k-50k,FR,2001-01-22,False,False
CUS-C23ABFB1,SND-DEAA0314,Sofia Smith,Nurse,250k+,AF,2017-02-05,False,True
CUS-9DECDE95,SND-A3FC2572,Chen Dubois,Architect,50k-100k,SD,2006-04-21,False,True
CUS-AF12460A,SND-1F9617EF,Amara Wang,Lawyer,<25k,NO,2006-12-23,False,False
CUS-1F208263,SND-4885AB3D,Valentina Smith,Real Estate Agent,50k-100k,GB,2004-02-11,False,False
CUS-1CE3F3AC,SND-9B639B58,Ingrid Smith,Software Engineer,100k-250k,NL,2009-01-27,False,False
CUS-5D595232,SND-A0028C7C,Sofia Lindqvist,Chef,<25k,GB,2004-08-01,False,False
CUS-2683BBBD,RCV-899CE94A,Chen Mueller,Business Owner,50k-100k,DK,2018-06-21,False,False
CUS-72EB9B77,SND-E6ACD190,Ingrid Lindqvist,Nurse,100k-250k,SY,2017-05-25,False,True
CUS-4F053C96,RCV-EB23C715,Mohammed Mensah,Architect,100k-250k,GB,2021-01-18,False,False
CUS-CDB8B3A0,SND-F6E58E6B,James Ibrahim,Accountant,<25k,NZ,2020-05-23,False,False
CUS-B263388E,RCV-DF0752D0,Kwame Smith,Doctor,100k-250k,NO,2004-04-23,False,False
CUS-D729397F,SND-23139A55,Yusuf Fernandez,Architect,50k-100k,US,2015-12-19,False,False
CUS-58467197,SND-6E324359,James Wang,Student,25k-50k,IR,2011-08-06,False,True
CUS-41DDCAB4,RCV-13D5AB9C,Liam Kim,Real Estate Agent,100k-250k,IT,2010-06-02,False,False
CUS-130C46EA,SND-9F347A45,Sofia Nguyen,Trader,50k-100k,US,2008-11-28,False,False
CUS-28368F9B,SND-E56500F4,James Petrova,Import/Export Manager,50k-100k,ES,2011-10-26,False,False
CUS-CC5902A6,SND-31DBED4D,Maria Fernandez,Lawyer,25k-50k,SE,2009-05-14,False,False
CUS-5EAD1F38,SND-C90AEEE3,Omar Wang,Pharmacist,100k-250k,CH,2000-08-27,False,False
CUS-3B32898E,SND-82E0D230,Amara Fernandez,Lawyer,50k-100k,DE,2002-11-24,False,False
CUS-5B5A1881,SND-8C7EF598,Maria Osei,Teacher,50k-100k,IT,2004-01-23,False,False
CUS-E1C61818,RCV-81C4465A,James Ali,Software Engineer,100k-250k,AT,2019-09-26,False,False
CUS-DED0523A,SND-1D68BFA2,Aiko Santos,Business Owner,250k+,SG,2018-09-20,False,False
CUS-71606623,RCV-A8695DE4,Liam Nguyen,Politician,250k+,CH,2014-06-04,False,False
CUS-7F228E2E,RCV-3404EBC0,Lucas Petrova,Real Estate Agent,<25k,NZ,2006-09-07,True,False
CUS-41F3EEFF,SND-CEA4DCEF,Chen Wang,Freelancer,25k-50k,GB,2002-01-18,False,False
CUS-473EADEB,SND-B65AE2FC,Omar Fernandez,Import/Export Manager,25k-50k,BE,2016-07-17,False,False
CUS-07093E15,RCV-5D2F2B76,Fatima Dubois,Politician,<25k,DE,2005-07-15,False,False
CUS-5738254E,SND-B2B19F49,Sofia Mensah,Student,100k-250k,BE,2016-08-28,False,False
CUS-A0C88AC5,SND-431BF3F3,Ingrid Dubois,Retired,25k-50k,LA,2006-07-09,False,True
CUS-85E9FE97,RCV-EF0E61DE,Diego Mensah,Politician,100k-250k,AT,2018-08-18,False,False
CUS-3A2F1BDE,SND-5402FE08,Maria Ibrahim,Freelancer,100k-250k,PT,2019-02-19,False,False
CUS-2278A2CD,SND-38B03652,Yusuf Hassan,Politician,<25k,GB,2009-04-04,False,False
CUS-1CAAA519,SND-2EAD9F80,Fatima Mensah,Student,<25k,DK,2008-12-21,False,False
CUS-853F29C1,SND-0F6D9A1D,Omar Fernandez,Doctor,250k+,US,2020-01-10,False,False
CUS-E43BE68F,SND-697C6505,Kwame Smith,Teacher,100k-250k,NZ,2005-03-24,False,False
CUS-90A5EF92,RCV-2A35291C,Omar Garcia,Retired,25k-50k,YE,2017-01-16,False,True
CUS-336B5405,SND-E27A7366,Priya Nguyen,Nurse,250k+,MM,2004-08-06,False,True
CUS-A584BCF6,SND-D726CF12,Kwame Tanaka,Teacher,50k-100k,SE,2018-04-25,True,False
CUS-82455A3A,SND-C47FEDFF,Chen Osei,Retired,100k-250k,FI,2017-09-18,False,False
CUS-91CCC30F,RCV-E02D710D,James Hassan,Business Owner,100k-250k,SE,2020-06-03,False,False
CUS-43AE22AD,SND-07A2DEF1,Liam Kim,Consultant,<25k,LY,2006-08-14,False,True
CUS-805D7197,SND-17B80FC7,Fatima Nguyen,Nurse,100k-250k,FI,2004-12-14,False,False
CUS-2E53E94F,SND-746ECA40,Lucas Fernandez,Politician,50k-100k,NI,2011-07-15,False,True
CUS-525A50C6,SND-4BFA58A2,Omar Ali,Lawyer,50k-100k,GB,2008-06-27,False,False
CUS-7A683F97,SND-9600CCE1,Fatima Ibrahim,Freelancer,250k+,SE,2005-11-04,False,False
CUS-152199BD,RCV-1A10D2AC,Kwame Wang,Civil Servant,25k-50k,IT,2008-07-01,False,False
CUS-C31511CB,SND-5D5B0256,Yusuf Kim,Student,25k-50k,IR,2014-09-06,False,True
CUS-2B5827CD,SND-0CC4F639,Kwame Kim,Civil Servant,50k-100k,ES,2015-04-16,False,False
CUS-728F5A33,SND-3650CEB8,Diego Petrova,Consultant,50k-100k,AT,2003-07-28,False,False
CUS-1CE9969A,SND-3D8B023A,Amara Brown,Lawyer,250k+,IT,2016-02-03,False,False
CUS-442A8767,SND-7C1A09C9,Maria Wang,Real Estate Agent,250k+,AT,2015-04-18,False,False
CUS-C94A9396,SND-51AC4442,Elena Nguyen,Civil Servant,<25k,US,2020-10-20,False,False
CUS-ED093042,RCV-1CA6E20B,Amara Wang,Retired,100k-250k,BE,2019-02-19,False,False
CUS-92E2277C,SND-364FD5B6,Maria Mensah,Teacher,50k-100k,SG,2009-04-17,False,False
CUS-50D7FA58,SND-57E5CCEC,Elena Tanaka,Software Engineer,50k-100k,FI,2009-05-01,False,False
CUS-37CD4DAD,SND-135F1F66,Yusuf Petrova,Accountant,50k-100k,ES,2006-02-08,False,False
CUS-3878B445,SND-69E78937,Liam Mueller,Architect,<25k,NL,2011-06-13,True,False
CUS-5293777F,RCV-BC15439F,Maria Rossi,Unknown,100k-250k,JP,2004-12-04,False,False
CUS-F7C42426,SND-C6C3B238,Chen Lindqvist,Unknown,250k+,CA,2012-06-27,True,False
CUS-3E30B95C,RCV-BC43F89A,Elena Ibrahim,Lawyer,250k+,GB,2019-03-26,False,False
CUS-0DCDB957,SND-26B890C7,Diego Rossi,Nurse,<25k,SG,2006-03-06,False,False
CUS-3619C6FF,RCV-F67DDC05,Maria Kim,Unknown,50k-100k,FR,2000-08-05,True,False
CUS-BA9C84C5,SND-E9CDF0AD,Maria Rossi,Real Estate Agent,<25k,NZ,2008-09-14,False,False
CUS-0E0DDA7D,SND-58C216DB,Valentina Ali,Accountant,100k-250k,DK,2014-06-11,False,False
CUS-3F317CBA,SND-DAE29A24,Maria Tanaka,Pharmacist,100k-250k,AU,2015-07-07,False,False
CUS-FC47DC37,RCV-64CCEAE3,Yusuf Sharma,Import/Export Manager,25k-50k,PT,2014-12-21,False,False
CUS-5F23CE5C,SND-80CA1A19,Ingrid Garcia,Import/Export Manager,<25k,SE,2011-06-21,False,False
CUS-498143C2,RCV-F3F24E5F,Ingrid Dubois,Retired,<25k,NZ,2014-10-20,False,False
CUS-4EDAB70C,SND-BE07854B,Yusuf Mensah,Lawyer,25k-50k,ES,2013-09-11,False,False
CUS-95BC1104,SND-953304D7,Omar Dubois,Business Owner,50k-100k,JP,2007-02-13,False,False
CUS-A4050670,SND-202C8502,Mohammed Nguyen,Retired,25k-50k,GB,2007-12-08,False,False
CUS-CBBCE2B1,SND-62EE1A16,Priya Wang,Architect,<25k,AT,2006-06-14,False,False
CUS-2C62602D,RCV-03E9FFB0,Liam Mensah,Import/Export Manager,<25k,GB,2021-11-27,False,False
CUS-CE46419E,RCV-1463EF80,Noah Ibrahim,Import/Export Manager,50k-100k,NO,2020-02-16,False,False
CUS-47B7C75C,RCV-668FF14A,Yusuf Ali,Import/Export Manager,<25k,IT,2002-01-21,False,False
CUS-13BBFE4F,RCV-5B192139,Ingrid Dubois,Student,25k-50k,AT,2015-08-27,False,False
CUS-1942729B,SND-BF485B64,Liam Mueller,Lawyer,100k-250k,AU,2021-02-08,False,False
CUS-A39222D0,SND-8B9E6BA4,Omar Nguyen,Teacher,100k-250k,DK,2008-10-25,False,False
CUS-EC561244,SND-138604E6,Lucas Kim,Import/Export Manager,250k+,NO,2020-09-10,False,False
CUS-049498BC,RCV-97620267,Diego Lindqvist,Nurse,100k-250k,CA,2003-11-21,True,False
CUS-C0BF4A2A,RCV-2FA1E3E9,Amara Ali,Doctor,<25k,AU,2006-08-28,False,False
CUS-67A6342C,RCV-B25BEC55,Noah Wang,Nurse,50k-100k,SO,2014-08-08,False,True
CUS-C7B5087B,SND-96D9A020,Valentina Lindqvist,Architect,25k-50k,BE,2008-01-23,False,False
CUS-04F27FB8,SND-44491D2C,James Tanaka,Politician,250k+,PK,2020-07-25,False,True
CUS-9FD2E5A2,RCV-4EE8C991,Noah Wang,Retired,100k-250k,BE,2005-09-07,False,False
CUS-47A92663,RCV-2F82BE5C,Diego Fernandez,Retired,25k-50k,BE,2004-08-26,False,False
CUS-CD2CB57D,SND-B50D57A2,Amara Ibrahim,Chef,25k-50k,HT,2014-05-06,False,True
CUS-971275F7,SND-5D44A7EC,Amara Osei,Architect,25k-50k,PT,2005-12-18,False,False
CUS-F905CE39,SND-E7D6D19A,Diego Brown,Software Engineer,<25k,SG,2018-11-03,False,False
CUS-6AFA22CA,SND-578416C9,Elena Dubois,Nurse,50k-100k,FI,2010-01-25,False,False
CUS-C6591C8F,SND-7A0B2F7E,Fatima Brown,Nurse,25k-50k,US,2021-08-20,False,False
CUS-F500DAD8,SND-AED3F96C,Mohammed Kim,Teacher,100k-250k,SG,2009-09-06,False,False
CUS-67ED8DB3,SND-CF2D49D0,Amara Garcia,Civil Servant,25k-50k,FI,2020-07-19,False,False
CUS-A69BB072,SND-52FF961E,Chen Nguyen,Unknown,<25k,PT,2021-07-14,False,False
CUS-E52A8C32,SND-DCA304CE,Sofia Hassan,Software Engineer,25k-50k,PK,2005-05-06,False,True
CUS-A0277525,RCV-99C644D5,Chen Kim,Consultant,250k+,GB,2019-02-24,False,False
CUS-FC0A7C9E,RCV-F5A141D5,Priya Rossi,Retired,25k-50k,NL,2015-09-24,False,False
CUS-716C9BDE,SND-7AA9AA26,Anya Brown,Architect,<25k,IT,2018-09-02,False,False
CUS-680AD83F,SND-0F7B4827,Maria Garcia,Accountant,50k-100k,GB,2005-02-08,True,False
CUS-5FC9BC99,SND-0EB2993F,Kwame Kim,Nurse,100k-250k,BE,2012-05-09,False,False
CUS-A194E270,SND-B26129BF,Liam Lindqvist,Doctor,250k+,AU,2012-06-05,False,False
CUS-CE683978,SND-8A0B46DB,Diego Santos,Student,250k+,JP,2010-11-25,False,False
CUS-23DCF157,SND-4F893BD5,Amara Lindqvist,Business Owner,<25k,DE,2015-11-02,False,False
CUS-14C550CC,RCV-1FC989DF,Liam Santos,Chef,100k-250k,IR,2020-07-28,False,True
CUS-0D3F5256,SND-047211A9,Kwame Osei,Business Owner,50k-100k,CA,2017-12-24,False,False
CUS-35088D0B,SND-D2773AD2,James Ali,Trader,100k-250k,JP,2018-02-26,False,False
CUS-7A49F8F7,RCV-1DAA0E18,Noah Tanaka,Business Owner,50k-100k,UA,2014-11-13,False,True
CUS-6E7853DB,RCV-D1107933,Noah Osei,Business Owner,25k-50k,NL,2013-09-06,False,False
CUS-A8B86435,SND-1E03EB0D,Anya Dubois,Accountant,50k-100k,FR,2016-05-13,False,False
CUS-96B20829,SND-5DBC86C2,Chen Osei,Chef,250k+,JP,2013-03-02,True,False
CUS-F9F730B8,RCV-FD424123,Lucas Hassan,Chef,50k-100k,SE,2014-12-14,False,False
CUS-1BE6127B,RCV-42254D0A,Noah Dubois,Business Owner,<25k,IR,2005-01-27,False,True
CUS-53765FA8,SND-BCB533B7,Sofia Dubois,Teacher,25k-50k,FI,2015-02-03,False,False
CUS-8326D79D,SND-74ED3C00,Elena Tanaka,Architect,250k+,SE,2005-11-21,False,False
CUS-630A2E59,SND-78877B14,Amara Fernandez,Nurse,<25k,FR,2008-11-12,False,False
CUS-DA382016,SND-9BEE0AB7,Omar Smith,Software Engineer,25k-50k,NL,2006-08-10,False,False
CUS-8FBF2400,SND-C22C713A,Lucas Petrova,Nurse,<25k,PT,2021-01-08,False,False
CUS-29E7DE05,SND-96075A63,Kwame Sharma,Teacher,50k-100k,US,2000-06-26,False,False
CUS-A617EE3A,SND-BCB0490E,Chen Petrova,Teacher,25k-50k,DE,2003-04-24,False,False
CUS-6D8CFD96,SND-D0C5A3BB,Chen Nguyen,Lawyer,50k-100k,US,2016-01-17,False,False
CUS-8DA31860,SND-964D2DBA,Valentina Smith,Accountant,50k-100k,NZ,2005-01-02,False,False
CUS-4291B63C,SND-51766BDA,Yusuf Garcia,Unknown,100k-250k,JP,2007-03-07,False,False
CUS-F6644A7F,RCV-977F4B6E,Maria Osei,Retired,<25k,US,2010-03-14,True,False
CUS-154DADEF,RCV-6A57D991,Elena Ibrahim,Civil Servant,50k-100k,NZ,2003-09-06,False,False
CUS-BD44EF61,SND-8BC26829,Priya Petrova,Lawyer,100k-250k,SE,2018-12-22,False,False
CUS-E46D700E,RCV-52DCD770,Amara Lindqvist,Student,25k-50k,NL,2002-02-23,False,False
CUS-F2457E93,SND-267881DB,Aiko Mueller,Lawyer,50k-100k,SE,2000-07-15,True,False
CUS-03EE7B61,SND-B318591D,James Nguyen,Politician,250k+,SE,2011-05-25,False,False
CUS-ECC5A193,SND-46001C01,Lucas Tanaka,Accountant,25k-50k,DK,2012-09-08,False,False
CUS-BF8A6010,SND-61756821,James Tanaka,Student,50k-100k,FI,2020-09-09,False,False
CUS-91DDDB41,RCV-61976176,Kwame Ali,Nurse,<25k,AU,2013-01-11,False,False
CUS-8E5FFB92,RCV-AA522D60,Aiko Brown,Retired,<25k,LY,2011-05-07,False,True
CUS-8D2100EE,RCV-8977C555,Lucas Dubois,Freelancer,25k-50k,CA,2019-02-09,False,False
CUS-0D2AA0C6,SND-0D8ED921,Fatima Garcia,Business Owner,100k-250k,SG,2005-01-28,False,False
CUS-D0E63111,RCV-C5AF33FB,Liam Tanaka,Accountant,100k-250k,ES,2006-05-16,False,False
CUS-00714BCD,SND-B6225759,Liam Rossi,Politician,100k-250k,FI,2015-01-05,False,False
CUS-90C3A4EB,SND-697121D0,Yusuf Lindqvist,Consultant,25k-50k,NZ,2005-06-11,True,False
CUS-44CC5F94,RCV-4149DE5B,Maria Brown,Trader,250k+,PT,2000-02-23,False,False
CUS-827691AA,RCV-D4BCA08C,Sofia Nguyen,Import/Export Manager,25k-50k,NZ,2010-07-20,False,False
CUS-1AB4EFE5,SND-FC4CF924,Maria Mensah,Lawyer,25k-50k,JP,2012-06-18,False,False
CUS-3A899A0C,RCV-5B98FE40,Aiko Hassan,Import/Export Manager,<25k,PT,2004-03-12,False,False
CUS-C54D12EB,RCV-1E1C8363,Ingrid Ali,Real Estate Agent,250k+,DK,2001-08-20,False,False
CUS-753ECE69,SND-326A4C12,Chen Santos,Teacher,<25k,PT,2014-01-07,False,False
CUS-DE4F7C27,RCV-CF6FDA16,Priya Dubois,Politician,<25k,AT,2000-04-09,False,False
CUS-285EB04C,SND-D6638456,Lucas Brown,Retired,50k-100k,BE,2002-02-13,False,False
CUS-C1D7142F,SND-320A3581,Sofia Hassan,Politician,<25k,CA,2008-02-12,False,False
CUS-302D401C,SND-3A22435D,Chen Tanaka,Consultant,<25k,BE,2008-08-05,False,False
CUS-46F7D26F,SND-171B2697,Yusuf Lindqvist,Architect,<25k,NO,2008-03-07,True,False
CUS-8817D38C,RCV-590C6A74,Kwame Lindqvist,Teacher,25k-50k,ES,2015-08-10,False,False
CUS-D4895235,SND-E18FB710,Diego Wang,Consultant,<25k,MM,2017-08-01,False,True
CUS-5ACD5253,SND-DB450484,Maria Garcia,Trader,25k-50k,AT,2019-03-10,False,False
CUS-D1F885E9,SND-E937F731,Fatima Osei,Lawyer,25k-50k,JP,2014-01-22,False,False
CUS-58C947D9,SND-C90E1867,Liam Wang,Consultant,100k-250k,FI,2021-01-02,False,False
CUS-5D9552D4,SND-6381433F,Lucas Tanaka,Pharmacist,50k-100k,FI,2013-01-11,False,False
CUS-3C6C17AA,SND-F377C5B6,Sofia Mensah,Business Owner,100k-250k,JP,2014-06-21,False,False
CUS-FC424BEC,RCV-825E9A21,Ingrid Hassan,Doctor,25k-50k,VE,2019-08-03,False,True
CUS-7F8F6EBF,RCV-EABF3ACD,Ingrid Dubois,Teacher,50k-100k,US,2017-09-28,False,False
CUS-7A03C257,SND-332EF1FD,Mohammed Mensah,Chef,25k-50k,LA,2002-10-17,False,True
CUS-38474BA9,SND-5FCD5A01,Amara Lindqvist,Doctor,25k-50k,SO,2001-05-09,False,True
CUS-7FC525C7,SND-6172731A,Aiko Nguyen,Nurse,250k+,SG,2006-12-03,False,False
CUS-8E0B1A9F,SND-859FB5B4,Chen Kim,Accountant,<25k,NL,2004-04-17,False,False
CUS-9DBEC332,SND-18EBB4E0,Ingrid Wang,Business Owner,25k-50k,NL,2001-07-12,False,False
CUS-E5871F1A,RCV-E595C311,Maria Ali,Pharmacist,50k-100k,US,2016-11-15,False,False
CUS-37F13A8B,SND-7C15648D,Elena Sharma,Lawyer,100k-250k,FR,2002-05-03,False,False
CUS-6E7C9511,SND-A1C56F59,Anya Ibrahim,Pharmacist,<25k,BE,2015-08-23,False,False
CUS-D3E42BE6,RCV-D31301A6,Amara Ibrahim,Accountant,100k-250k,HT,2001-09-02,False,True
CUS-1C802858,SND-F21B29EC,Ingrid Ibrahim,Trader,100k-250k,NL,2016-08-28,False,False
CUS-B08031B6,SND-6DADF8A0,Aiko Hassan,Freelancer,100k-250k,JP,2001-01-06,False,False
CUS-B09BDF48,SND-576BB4EB,Liam Dubois,Consultant,50k-100k,SE,2005-08-10,False,False
CUS-3EF54271,SND-FAB16B66,Omar Brown,Civil Servant,50k-100k,JP,2018-01-03,False,False
CUS-E9BFA552,RCV-4E60EBD9,Chen Ali,Nurse,100k-250k,DE,2011-07-28,False,False
CUS-6229A898,SND-0742DAA0,Diego Petrova,Consultant,<25k,CA,2013-07-23,False,False
CUS-D9794D67,RCV-F1E018B0,Maria Osei,Trader,50k-100k,FR,2005-07-03,True,False
CUS-4A3CFF3A,SND-47DF08AD,Diego Dubois,Real Estate Agent,250k+,NO,2007-08-23,False,False
CUS-D4AF94CE,RCV-8697CF3C,Diego Sharma,Student,<25k,CA,2001-04-24,False,False
CUS-54B5014D,SND-948C43A5,Chen Hassan,Politician,250k+,GB,2019-10-21,True,False
CUS-84A2AAAE,SND-01B68B3F,Diego Kim,Chef,100k-250k,NZ,2009-05-13,False,False
CUS-1E235BF5,SND-6512CB06,Diego Ibrahim,Student,25k-50k,FR,2002-11-17,False,False
CUS-C60775F7,SND-CC6D621B,Valentina Garcia,Politician,250k+,BE,2021-02-14,False,False
CUS-649CF4DE,SND-03A96116,Priya Hassan,Consultant,25k-50k,CA,2003-07-02,False,False
CUS-B0423BEB,RCV-C2B0814A,Lucas Dubois,Student,25k-50k,AT,2014-07-16,False,False
CUS-2C82F8AD,RCV-7B42583C,Fatima Tanaka,Architect,250k+,SG,2018-03-10,False,False
CUS-EB2FF851,RCV-2543C797,Elena Ibrahim,Software Engineer,250k+,CH,2019-06-03,False,False
CUS-33261583,SND-59C6A309,Valentina Mueller,Architect,25k-50k,US,2000-05-12,False,False
CUS-0069495F,SND-5C4392A9,Valentina Ibrahim,Retired,25k-50k,BE,2012-08-28,False,False
CUS-19F9E3D3,SND-58F856A8,Liam Santos,Unknown,25k-50k,SE,2019-10-19,False,False
CUS-2E8356CA,RCV-CF2D3251,Aiko Brown,Accountant,25k-50k,NZ,2020-06-14,False,False
CUS-919BF0D6,SND-98E416CB,Omar Sharma,Real Estate Agent,<25k,FR,2018-10-23,False,False
CUS-BE386769,RCV-A3360544,Yusuf Wang,Software Engineer,100k-250k,FI,2006-10-06,False,False
CUS-B69659A6,SND-B7404C85,Noah Lindqvist,Doctor,100k-250k,AT,2009-06-07,False,False
CUS-09AF9072,RCV-59CA0E32,Maria Garcia,Pharmacist,100k-250k,CH,2008-06-09,False,False
CUS-868E566D,RCV-49E0DCED,Omar Brown,Architect,50k-100k,BE,2003-12-24,False,False
CUS-CF1AE595,SND-1838A3F5,Chen Tanaka,Retired,<25k,AU,2009-04-08,False,False
CUS-EE131D94,SND-24A968F4,Yusuf Brown,Chef,<25k,JP,2019-11-06,False,False
CUS-DD47AF08,RCV-28646FC9,Chen Smith,Trader,250k+,BY,2002-01-17,False,True
CUS-843A6033,SND-263ABD3B,Amara Osei,Politician,250k+,FR,2001-11-28,False,False
CUS-9DE4F0E1,SND-99BA3049,Ingrid Mueller,Chef,100k-250k,AT,2000-04-03,False,False
CUS-9A820FD1,SND-940A10AD,Maria Sharma,Software Engineer,25k-50k,GB,2001-11-20,False,False
CUS-BFBA8F70,SND-E3C3349D,Sofia Kim,Import/Export Manager,100k-250k,PT,2005-06-01,False,False
CUS-045C7391,RCV-A2CAB4D2,Ingrid Fernandez,Trader,250k+,PT,2017-04-13,True,False
CUS-3FFC291D,RCV-2B066145,Kwame Dubois,Unknown,50k-100k,CH,2007-04-23,False,False
CUS-DAF5C4CC,SND-74EDD6A6,Priya Kim,Business Owner,100k-250k,SE,2002-10-04,False,False
CUS-2B171400,SND-76D3E70C,Liam Santos,Chef,250k+,FR,2015-03-18,False,False
CUS-59601B06,SND-CDD61014,Diego Hassan,Retired,<25k,ES,2009-04-04,False,False
CUS-E71AEDE6,RCV-475FDCF2,Chen Dubois,Business Owner,50k-100k,YE,2012-09-23,False,True
CUS-875A1286,RCV-37A1622B,Mohammed Nguyen,Teacher,100k-250k,SE,2021-09-27,False,False
CUS-E13E7C30,RCV-0BACC50A,Lucas Petrova,Pharmacist,25k-50k,CU,2019-07-17,False,True
CUS-3364724E,SND-43EC403E,Ingrid Mensah,Politician,25k-50k,ES,2005-05-11,False,False
CUS-6C061736,RCV-56F79B1C,Fatima Brown,Politician,25k-50k,AU,2011-07-03,False,False
CUS-4238A4B6,SND-6ED3FB77,Lucas Brown,Pharmacist,100k-250k,NZ,2021-07-18,False,False
CUS-C5D0CF79,SND-032CCE88,Kwame Mensah,Chef,50k-100k,AT,2000-07-26,False,False
CUS-AAB48490,RCV-C33CEE53,James Mensah,Doctor,<25k,CA,2014-02-14,False,False
CUS-D463C4C6,RCV-4D6B0E03,Kwame Sharma,Chef,25k-50k,CH,2014-03-01,False,False
CUS-9F81D32F,RCV-AD810E70,Amara Ibrahim,Civil Servant,100k-250k,US,2014-04-07,False,False
CUS-59C1F46B,RCV-7E91E86D,Lucas Tanaka,Chef,<25k,AT,2008-03-11,False,False
CUS-377368AE,SND-4B30BE11,Diego Ibrahim,Business Owner,100k-250k,AU,2003-04-06,False,False
CUS-F45FC479,RCV-E7703D8B,Valentina Tanaka,Software Engineer,50k-100k,SE,2008-04-28,False,False
CUS-8CB18F99,RCV-7A487119,Amara Sharma,Software Engineer,50k-100k,SG,2002-11-10,False,False
CUS-2F6D6BD5,SND-4A23C15D,Noah Hassan,Accountant,50k-100k,NO,2019-02-08,False,False
CUS-2040959C,RCV-13A3AEB0,James Smith,Pharmacist,250k+,CA,2020-05-17,False,False
CUS-1684BE02,RCV-E7F7AD2F,Lucas Mensah,Chef,100k-250k,PT,2017-05-17,False,False
CUS-C84E5238,RCV-0DB78742,Diego Sharma,Civil Servant,<25k,AU,2004-07-13,False,False
CUS-F5B2D3DE,SND-1A7A4A22,Omar Santos,Civil Servant,50k-100k,ES,2007-04-10,False,False
CUS-F1E5667F,RCV-6B289612,Aiko Wang,Business Owner,250k+,AT,2021-11-02,False,False
CUS-AF982997,SND-2E56673E,Fatima Petrova,Retired,50k-100k,DE,2017-11-23,False,False
